FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
2112,2901,L-13-64-10-OP,PI163,PS,ACTIVO,MAIPé,I,PDTE. GONZµLEZ VIDELA,COSAPILLA,CABO DE HORNOS,O-P,CABO DE HORNOS,PDTE. GONZµLEZ VIDELA,-,-,CABO DE HORNOS / PDTE. GONZµLEZ VIDELA,334142.71,6287886.54,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
2113,2902,L-13-64-15-OP,PI164,PS,ACTIVO,MAIPé,I,PDTE. GONZµLEZ VIDELA,CONCUMEN,AV. 4 PONIENTE,O-P,AV. 4 PONIENTE,PDTE. GONZµLEZ VIDELA,-,-,AV. 4 PONIENTE / PDTE. GONZµLEZ VIDELA,333974.68,6287751.57,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2114,2903,L-13-65-5-OP,PI368,PS,ACTIVO,MAIPé,I,AV. PORTALES,PLUTARCO,AV. EL CONQUISTADOR,O-P,AV. EL CONQUISTADOR,AV. PORTALES,-,-,AV. EL CONQUISTADOR / AV. PORTALES,333152.52,6289639.7,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Dic/2011-Reposici¢n,,,7912,
2115,2904,L-13-65-10-OP,PI481,PS,ACTIVO,MAIPé,I,AV. PORTALES,SENECA,LA GALAXIA,O-P,LA GALAXIA,AV. PORTALES,-,-,LA GALAXIA / AV. PORTALES,333370.13,6289667.69,0,,,,,,0,,SàLO SE¥AL,UC-Jun/2012-Reposici¢n,,,,
2116,2905,L-13-65-15-PO,PI459,ET,ACTIVO,MAIPé,I,AV. PORTALES,PUNTA ROBLES,AV. 4 PONIENTE,P-O,AV. 4 PONIENTE,AV. PORTALES,LICEO NACIONAL (MAIPé),1,PARADA 1 / LICEO NACIONAL (MAIPé),333622.04,6289697.85,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2117,2906,L-13-65-20-OP,PI192,ET,ACTIVO,MAIPé,I,AV. PORTALES,PUNTA ARENAS,AV. 4 PONIENTE,O-P,AV. 4 PONIENTE,AV. PORTALES,LICEO NACIONAL (MAIPé),2,PARADA 2 / LICEO NACIONAL (MAIPé),333676.68,6289733.79,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,10302,
2118,2907,L-13-65-25-PO,PI460,PS,ACTIVO,MAIPé,I,AV. PORTALES,JUNO,QUINTA VERGARA,P-O,QUINTA VERGARA,AV. PORTALES,-,-,QUINTA VERGARA / AV. PORTALES,333839.04,6289734.6,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2119,2908,L-13-65-30-OP,PI191,PS,ACTIVO,MAIPé,I,AV. PORTALES,ARTURO MOYA GRAU,QUINTA VERGARA,O-P,QUINTA VERGARA,AV. PORTALES,-,-,QUINTA VERGARA / AV. PORTALES,333864.64,6289769.21,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,10304,
2120,2909,L-13-65-35-PO,PI461,PS,ACTIVO,MAIPé,I,AV. PORTALES,PUNTA GRUESA,AV. LAS NACIONES,P-O,AV. LAS NACIONES,AV. PORTALES,-,-,AV. LAS NACIONES / AV. PORTALES,334118.52,6289782.49,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2121,2910,L-13-65-45-OP,PI480,PS,ACTIVO,MAIPé,I,AV. PORTALES,ITAHUE,AV. LAS NACIONES,O-P,AV. LAS NACIONES,AV. PORTALES,-,-,AV. LAS NACIONES / AV. PORTALES,334169.26,6289826.56,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2122,2911,L-13-65-45-PO,PI462,PS,ACTIVO,MAIPé,I,AV. PORTALES,DISPROSIO,SIGLO XX,P-O,SIGLO XX,AV. PORTALES,-,-,SIGLO XX / AV. PORTALES,334432.79,6289801.73,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,9306,
2123,2912,L-13-65-50-OP,PI479,PS,ACTIVO,MAIPé,I,AV. PORTALES,USPALLATA,TUTUQUN,O-P,SIGLO XX,AV. PORTALES,-,-,SIGLO XX / AV. PORTALES,334512.74,6289841.4,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2124,2913,L-13-65-55-PO,PI463,PS,ACTIVO,MAIPé,I,AV. PORTALES,MANUTARA,AV. 3 PONIENTE,P-O,AV. 3 PONIENTE,AV. PORTALES,-,-,AV. 3 PONIENTE / AV. PORTALES,334734.24,6289820.97,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2125,2914,L-13-65-60-OP,PI478,PS,ACTIVO,MAIPé,I,AV. PORTALES,AV. 3 PONIENTE,AV. 3 PONIENTE,O-P,AV. 3 PONIENTE,AV. PORTALES,-,-,AV. 3 PONIENTE / AV. PORTALES,334791.63,6289859.27,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2126,2915,L-13-65-65-PO,PI464,PS,ACTIVO,MAIPé,I,AV. PORTALES,COLIBRI,AV. EL OLIMPO,P-O,AV. EL OLIMPO,AV. PORTALES,-,-,AV. EL OLIMPO / AV. PORTALES,335106.05,6289837.39,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,3831,
2127,2916,L-13-65-70-OP,PI477,PS,ACTIVO,MAIPé,I,AV. PORTALES,MORELLI,AV. EL OLIMPO,O-P,AV. EL OLIMPO,AV. PORTALES,-,-,AV. EL OLIMPO / AV. PORTALES,335151.13,6289885.11,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2128,2917,L-13-65-75-PO,PI465,PS,ACTIVO,MAIPé,I,AV. PORTALES,SAN CRISTOBAL,DEL REY,P-O,DEL REY,AV. PORTALES,-,-,DEL REY / AV. PORTALES,335523.13,6289865.87,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2129,2918,L-13-65-80-OP,PI476,PS,ACTIVO,MAIPé,I,AV. PORTALES,LOS MILITARES,DEL REY,O-P,DEL REY,AV. PORTALES,-,-,DEL REY / AV. PORTALES,335565.46,6289905.61,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2130,2919,L-13-65-85-PO,PI466,PS,ACTIVO,MAIPé,I,AV. PORTALES,LOS MILITARES,PADRE HURTADO,P-O,PADRE HURTADO,AV. PORTALES,-,-,PADRE HURTADO / AV. PORTALES,335721.95,6289872.28,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2131,2920,L-13-65-90-OP,PI475,PS,ACTIVO,MAIPé,I,AV. PORTALES,COLISEO ORIENTE,COLISEO PONIENTE,O-P,PADRE HURTADO,AV. PORTALES,-,-,PADRE HURTADO / AV. PORTALES,335824.36,6289915.3,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2132,2921,L-13-65-95-PO,PI467,PS,ACTIVO,MAIPé,I,AV. PORTALES,LOS PASTORES,SAN LORENZO,P-O,SAN LORENZO,AV. PORTALES,-,-,SAN LORENZO / AV. PORTALES,335978.25,6289892.68,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2133,2922,L-13-65-100-OP,PI474,PS,ACTIVO,MAIPé,I,AV. PORTALES,SAN LORENZO,LOS  PASTORES,O-P,LOS  PASTORES,AV. PORTALES,-,-,LOS  PASTORES / AV. PORTALES,335956.14,6289920.93,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,Abr-12/Cambia Referencia,,
2134,2923,L-13-65-105-PO,PI1256,PS,ACTIVO,MAIPé,I,AV. PORTALES,PJE CHILLAN,EL CARMEN,P-O,EL CARMEN,AV. PORTALES,-,-,EL CARMEN / AV. PORTALES,336207.65,6289936.84,0,,,,,,1,REGULAR,CON REFUGIO,UC-Jun/2012-Reposici¢n,L-13-25-35-SN,,,
2135,2924,L-13-65-110-OP,PI473,PS,ACTIVO,MAIPé,I,AV. PORTALES,MATAVERI,CARMEN,O-P,CARMEN,AV. PORTALES,-,-,CARMEN / AV. PORTALES,336256.87,6289971.57,0,,,,,,1,REGULAR,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2136,2925,L-13-65-115-PO,PI468,PS,ACTIVO,MAIPé,I,AV. PORTALES,HNOS CARRERA,MANUEL RODRIGUEZ,P-O,MANUEL RODRÖGUEZ,AV. PORTALES,-,-,MANUEL RODRÖGUEZ / AV. PORTALES,336544.37,6290008.19,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2137,2926,L-13-65-120-OP,PI472,PS,ACTIVO,MAIPé,I,AV. PORTALES,ENSENADA,MANUEL RODRIGUEZ,O-P,MANUEL RODRÖGUEZ,AV. PORTALES,-,-,MANUEL RODRÖGUEZ / AV. PORTALES,336562.69,6290057.31,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2138,2927,L-13-65-125-PO,PI469,PS,ACTIVO,MAIPé,I,AV. PORTALES,PSJE ALCALDE  MARIO,AV. PAJARITOS,P-O,AV. PAJARITOS,AV. PORTALES,-,-,AV. PAJARITOS / AV. PORTALES,336772.98,6290082.46,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
2139,2928,L-13-66-5-SN,PI1066,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,EL GRECO,BENJAMÖN FRANKLIN,S-N,BENJAMÖN FRANKLIN,PRIMERA TRANSVERSAL,-,-,BENJAMÖN FRANKLIN / PRIMERA TRANSVERSAL,337286.18,6292144.97,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,,
2140,2929,L-13-66-10-NS,PI1087,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,LOS TROVADORES,G. PREZ LLONA,N-S,G. PREZ LLONA,PRIMERA TRANSVERSAL,-,-,G. PREZ LLONA / PRIMERA TRANSVERSAL,337243.9,6291894.55,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2141,2930,L-13-66-15-SN,PI1065,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,GRAL MANUEL BAQUEDANO,G. PREZ LLONA,S-N,G. PREZ LLONA,PRIMERA TRANSVERSAL,-,-,G. PREZ LLONA / PRIMERA TRANSVERSAL,337275.52,6291853.08,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2142,2931,L-13-66-20-NS,PI1088,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,G. PREZ LLONA,LOS HROES,N-S,LOS HROES,PRIMERA TRANSVERSAL,-,-,LOS HROES / PRIMERA TRANSVERSAL,337231.25,6291667.41,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2143,2932,L-13-66-25-SN,PI1064,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,LUIS GANDARILLAS,LOS HROES,S-N,LOS HROES,PRIMERA TRANSVERSAL,-,-,LOS HROES / PRIMERA TRANSVERSAL,337252.6,6291642.95,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,6897,
2144,2933,L-13-66-30-NS,PI1089,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,QUINCHAMALI,TRISTAN VALDES,N-S,TRISTµN VALDS,PRIMERA TRANSVERSAL,-,-,TRISTµN VALDS / PRIMERA TRANSVERSAL,337185.42,6291309.24,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2145,2934,L-13-66-35-SN,PI1063,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,MAIPé,1 SUR,S-N,1 SUR,PRIMERA TRANSVERSAL,-,-,1 SUR / PRIMERA TRANSVERSAL,337217.04,6291267.77,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,,
2146,2935,L-13-66-40-NS,PI1090,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,BLANCO ENCALADA,CAP VIEL,N-S,CAPITµN VIEL,PRIMERA TRANSVERSAL,-,-,CAPITµN VIEL / PRIMERA TRANSVERSAL,337170.56,6291021.04,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2147,2936,L-13-66-45-SN,PI1062,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,CAP VIEL,BLANCO ENCALADA,S-N,BLANCO ENCALADA,PRIMERA TRANSVERSAL,-,-,BLANCO ENCALADA / PRIMERA TRANSVERSAL,337207.12,6291016.11,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2148,2937,L-13-66-50-NS,PI1091,PS,ACTIVO,MAIPé,I,PRIMERA TRANSVERSAL,MAIPé,AV. 5 DE ABRIL,N-S,AV. 5 DE ABRIL,PRIMERA TRANSVERSAL,-,-,AV. 5 DE ABRIL / PRIMERA TRANSVERSAL,337162.66,6290778.96,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2149,2938,L-13-67-5-OP,PI1533,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,DOMINGO COLàN,ISABEL DE CASTILLA,O-P,DOMINGO COLàN,PRIMO DE RIVERA,-,-,DOMINGO COLàN / PRIMO DE RIVERA,339020.97,6292717.35,0,,,,,,0,,SIN REFUGIO,UC-Jun/2011,,mar-11,5284,
2150,2939,L-13-67-5-PO,PI578,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,PULLINQUE,LONGOTOMA,P-O,LONGOTOMA,PRIMO DE RIVERA,-,-,LONGOTOMA / PRIMO DE RIVERA,338299.51,6292781.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2151,2940,L-13-67-10-OP,PI1532,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,ISABEL DE CASTILLA,LUMEN,O-P,LUMEN,PRIMO DE RIVERA,-,-,LUMEN / PRIMO DE RIVERA,338762.33,6292728.27,0,,,,,,1,MALO,CON REFUGIO,UC-Jun/2011,,mar-11,5285,
2152,2941,L-13-67-10-PO,PI579,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,CAIQUEN,LAS GOLONDRINAS,P-O,LAS GOLONDRINAS,PRIMO DE RIVERA,-,-,LAS GOLONDRINAS / PRIMO DE RIVERA,338457.66,6292756.3,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2153,2942,L-13-67-15-PO,PI857,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,LAS GOLONDRINAS,LUMEN,P-O,LUMEN,PRIMO DE RIVERA,-,-,LUMEN / PRIMO DE RIVERA,338720.35,6292727.73,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Reposici¢n,,,6232,
2154,2943,L-13-67-20-PO,PI1534,PS,ACTIVO,MAIPé,I,PRIMO DE RIVERA,ISABEL DE CASTILLA,DOMINGO COLàN,P-O,DOMINGO COLàN,PRIMO DE RIVERA,-,-,DOMINGO COLàN / PRIMO DE RIVERA,339073.47,6292700.18,0,,,,,,0,,SIN REFUGIO,UC-Jun/2011,,mar-11,5286,
2155,2944,L-13-68-2-OP,PI1459,ET,ACTIVO,MAIPé,I,RAFAEL RIESCO,KARIN,EDITH,O-P,AV. PAJARITOS,RAFAEL RIESCO,(M) SANTIAGO BUERAS,6,PARADA 6 / (M) SANTIAGO BUERAS,336825.43,6292328.18,0,,,,,,0,,SIN REFUGIO,UC-Ene/2011,,nov-10,,
2156,2945,L-13-68-2-PO,PI1460,ET,ACTIVO,MAIPé,I,RAFAEL RIESCO,PAJARITOS,LOS GUERRILLEROS,P-O,LOS GUERRILLEROS,RAFAEL RIESCO,(M) SANTIAGO BUERAS,3,PARADA 3 / (M) SANTIAGO BUERAS,336862.18,6292319.64,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2011,,nov-10,5646,
2157,2946,L-13-68-3-OP,PI1582,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,CECILIA,PRIMO DE RIVERA,O-P,APENINOS,RAFAEL RIESCO,-,-,APENINOS / RAFAEL RIESCO,337102.45,6292324.58,0,,,,,,0,,SIN REFUGIO,UC-Ene/2012-Instalaci¢n,,dic-11,9065,
2158,2947,L-13-68-5-OP,PI725,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,PDTE GERMAN RIESCO,PRIMERA TRANSVERSAL,O-P,1¦ TRANSVERSAL,RAFAEL RIESCO,-,-,1¦ TRANSVERSAL / RAFAEL RIESCO,337332.77,6292322.3,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,4186,
2159,2948,L-13-68-5-PO,PI1583,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,JOS MANUEL RAMÖREZ,RAéL MAZZONE,P-O,RAéL MAZZONE,RAFAEL RIESCO,-,-,RAéL MAZZONE / RAFAEL RIESCO,337049.45,6292313.82,0,,,,,,0,,SIN REFUGIO,UC-Jun/2012-Reposici¢n,,dic-11,9066,
2160,2949,L-13-68-7-PO,PI1584,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,PIRINEOS,PRIMERA TRANSVERSAL,P-O,1¦ TRANSVERSAL,RAFAEL RIESCO,-,-,1¦ TRANSVERSAL / RAFAEL RIESCO,337284.42,6292310.7,0,,,,,,0,,SIN REFUGIO,UC-Jun/2012-Reposici¢n,,dic-11,9067,
2161,2950,L-13-68-10-PO,PI786,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,PRIMERA TRANSVERSAL,PDTE GERMAN RIESCO,P-O,GERMµN RIESCO,RAFAEL RIESCO,-,-,GERMµN RIESCO / RAFAEL RIESCO,337473.33,6292276.82,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Oct/2011-Reposici¢n,,,7624,
2162,2951,L-13-68-15-OP,PI724,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,KENNEDY,PDTE GERMAN RIESCO,O-P,GERMµN RIESCO,RAFAEL RIESCO,-,-,GERMµN RIESCO / RAFAEL RIESCO,337521.46,6292306.86,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,5458,
2163,2952,L-13-68-20-PO,PI787,PS,ACTIVO,MAIPé,I,RAFAEL RIESCO,GEMINIS,AV. VESPUCIO,P-O,AV. VESPUCIO,RAFAEL RIESCO,-,-,AV. VESPUCIO / RAFAEL RIESCO,337825.15,6292239.69,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2164,2953,L-13-69-3-PO,PI1409,PS,ACTIVO,MAIPé,I,REN OLIVARES,EL TRANQUE,EL BOSQUE,P-O,EL BOSQUE,REN OLIVARES,-,-,EL BOSQUE / REN OLIVARES,333538.3,6286765.97,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
2165,2954,L-13-69-4-PO,PI1408,PS,ACTIVO,MAIPé,I,REN OLIVARES,EL BOSQUE,ELEODORO RODRÖGUEZ MATTE,P-O,E. RODRÖGUEZ MATTE,REN OLIVARES,-,-,E. RODRÖGUEZ MATTE / REN OLIVARES,333915.95,6287093.62,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
2166,2955,L-13-69-5-OP,PI1406,PS,ACTIVO,MAIPé,I,REN OLIVARES,ASTRO REY,EL BOSQUE,O-P,ASTRO REY,REN OLIVARES,-,-,ASTRO REY / REN OLIVARES,333922.35,6287109.2,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
2167,2956,L-13-69-5-PO,PI529,PS,ACTIVO,MAIPé,I,REN OLIVARES,CALETA LOA,AV. 4 PONIENTE,P-O,AV. 4 PONIENTE,REN OLIVARES,-,-,AV. 4 PONIENTE / REN OLIVARES,334281.38,6287388.18,0,,,,2,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2168,2957,L-13-69-10-OP,PI1405,PS,ACTIVO,MAIPé,I,REN OLIVARES,ASTRO REY,EL BOSQUE,O-P,EL BOSQUE,REN OLIVARES,-,-,EL BOSQUE / REN OLIVARES,333567.63,6286801.06,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
2169,2958,L-13-69-10-PO,PI167,PS,ACTIVO,MAIPé,I,REN OLIVARES,ISLA MOCHA,CABO DE HORNOS,P-O,CABO DE HORNOS,REN OLIVARES,-,-,CABO DE HORNOS / REN OLIVARES,334430.56,6287510.78,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2170,2959,L-13-69-15-OP,PI1407,PS,ACTIVO,MAIPé,I,REN OLIVARES,EL BOSQUE,EL TRANQUE,O-P,EL TRANQUE,REN OLIVARES,-,-,EL TRANQUE / REN OLIVARES,333245.19,6286522.86,0,,,,,,0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2171,2960,L-13-69-15-PO,PI486,PS,ACTIVO,MAIPé,I,REN OLIVARES,RETIRO,DOMINGO FAUSTINO SARMIENTO,P-O,D. F. SARMIENTO,REN OLIVARES,-,-,D. F. SARMIENTO / REN OLIVARES,334624.06,6287668.65,0,,,,,,0,,SIN REFUGIO,UC-Sept/2011-Limpieza,,,6966,
2172,2961,L-13-69-20-OP,PI1556,PS,ACTIVO,MAIPé,I,REN OLIVARES,EL TRANQUE,LOS INQUILINOS,O-P,LOS INQUILINOS,REN OLIVARES,-,-,LOS INQUILINOS / REN OLIVARES,333061.26,6286361.37,0,,,,,,0,,SIN REFUGIO,UC-Oct/2011-Instalaci¢n,,ago-11,7580,
2173,2962,L-13-69-20-PO,PI487,PS,ACTIVO,MAIPé,I,REN OLIVARES,CURALI,FERMIN VIVACETA,P-O,AV. VIVACETA,REN OLIVARES,-,-,AV. VIVACETA / REN OLIVARES,334836.34,6287856.67,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,8901,
2174,2963,L-13-69-25-PO,PI488,PS,ACTIVO,MAIPé,I,REN OLIVARES,ACADEMIA,SERGIO SILVA ACUNA,P-O,SERGIO SILVA A.,REN OLIVARES,-,-,SERGIO SILVA A. / REN OLIVARES,335072.69,6288073.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,3776,
2175,2964,L-13-69-30-PO,PI644,PS,ACTIVO,MAIPé,I,REN OLIVARES,HERNAN OLGUIN,AV. 3 PONIENTE,P-O,AV. 3 PONIENTE,REN OLIVARES,-,-,AV. 3 PONIENTE / REN OLIVARES,335279.32,6288230.88,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2176,2965,L-13-70-5-SN,PI1011,PS,ACTIVO,MAIPé,I,SAN MARTÖN,FUTRONO,AV. ARGENTINA,S-N,AV. ARGENTINA,SAN MARTÖN,-,-,AV. ARGENTINA / SAN MARTÖN,336144.63,6292003.4,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
2177,2966,L-13-71-2-SN,PI1535,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,MONTE ACONCAGUA,ISABEL RIQUELME SUR,S-N,MONTE ACONCAGUA,SEGUNDA TRANSVERSAL,-,-,MONTE ACONCAGUA / SEGUNDA TRANSVERSAL,338193.47,6293379.65,0,,,,,,0,,SIN REFUGIO,UC-Jun/2011,,mar-11,5287,
2178,2967,L-13-71-5-NS,PI604,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,LOS QUIMICOS,LOS METALURGICOS,N-S,METALéRGICOS,SEGUNDA TRANSVERSAL,-,-,METALéRGICOS / SEGUNDA TRANSVERSAL,338044.21,6292738.77,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7078,
2179,2968,L-13-71-5-SN,PI1536,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,ALASKA,LA BANDERA,S-N,LA BANDERA,SEGUNDA TRANSVERSAL,-,-,LA BANDERA / SEGUNDA TRANSVERSAL,338127.74,6293177.01,0,,,,,,0,,SIN REFUGIO,UC-Jun/2011,,mar-11,5288,
2180,2969,L-13-71-7-SN,PI1537,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,ALFONSO VIAL,ALASKA,S-N,ALASKA,SEGUNDA TRANSVERSAL,-,-,ALASKA / SEGUNDA TRANSVERSAL,338105.46,6292964.79,0,,,,,,0,,SIN REFUGIO,UC-Jun/2011,,mar-11,5289,
2181,2970,L-13-71-10-SN,PI577,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,QUEULE,PRIMO DE RIVERA,S-N,PRIMO DE RIVERA,SEGUNDA TRANSVERSAL,-,-,PRIMO DE RIVERA / SEGUNDA TRANSVERSAL,338078.37,6292709.88,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7077,
2182,2971,L-13-71-15-NS,PI605,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,3 NORTE,VENADO,N-S,3 NORTE,SEGUNDA TRANSVERSAL,-,-,3 NORTE / SEGUNDA TRANSVERSAL,337998.21,6292463.53,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7076,
2183,2972,L-13-71-20-SN,PI576,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,CIERVO,3 NORTE,S-N,3 NORTE,SEGUNDA TRANSVERSAL,-,-,3 NORTE / SEGUNDA TRANSVERSAL,338037.23,6292452.88,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7075,
2184,2973,L-13-71-25-NS,PI606,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,ANTILOPE,RAFAEL RIESCO,N-S,RAFAEL RIESCO,SEGUNDA TRANSVERSAL,-,-,RAFAEL RIESCO / SEGUNDA TRANSVERSAL,337959.7,6292262.13,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7074,
2185,2974,L-13-71-30-SN,PI575,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,REVDO ALDO GIACHI,CARIBU,S-N,CARIBé,SEGUNDA TRANSVERSAL,-,-,CARIBé / SEGUNDA TRANSVERSAL,338002.44,6292256.16,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7073,
2186,2975,L-13-71-35-SN,PI574,PS,ACTIVO,MAIPé,I,SEGUNDA TRANSVERSAL,2 NORTE,AV. VESPUCIO,S-N,AV. VESPUCIO,SEGUNDA TRANSVERSAL,-,-,AV. VESPUCIO / SEGUNDA TRANSVERSAL,337934.2,6292000.17,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7072,
